idx,uid,mean,std,num_seen,start_time,end_time
0,0,2.6272721,0.56703466,28,45000,48600,-4.5613798e-27,2.5003e-41
1,0,NaN,NaN,13,45890,46130,-0.000045467346,-104996580.0
2,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
3,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
4,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
5,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
6,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
7,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
8,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
9,0,2.1999998,0.19999981,24,60,540,2.7908987e34,NaN
10,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
11,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
12,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
13,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
14,0,NaN,NaN,4294967295,4294967295,4294967295,NaN,NaN
