i,id,frequency,amplitude,num
0,20011,3,227.46757129367475,1733
0,20011,3.01,216.7278948242988,1733
0,20011,3.0199999999999996,206.67541787618978,1733
0,20011,3.0299999999999994,197.30248612196272,1733
0,20011,3.039999999999999,188.58907338781523,1733
0,20011,3.049999999999999,180.50403995925657,1733
0,20011,3.0599999999999987,173.00688668761444,1733
0,20011,3.0699999999999985,166.04996216445892,1733
0,20011,3.0799999999999983,159.58106038416852,1733
0,20011,3.089999999999998,153.54632880571324,1733
0,20011,3.099999999999998,147.89339250379095,1733
0,20011,3.1099999999999977,142.57458993861877,1733
0,20011,3.1199999999999974,137.55021030638133,1733
0,20011,3.1299999999999972,132.79162171474172,1733
0,20011,3.139999999999997,128.28418352636834,1733
0,20011,3.149999999999997,124.0298448185263,1733
0,20011,3.1599999999999966,120.04934347061506,1733
0,20011,3.1699999999999964,116.3839361833846,1733
0,20011,3.179999999999996,113.09660790475532,1733
0,20011,3.189999999999996,110.27272878771002,1733
0,20011,3.1999999999999957,108.02014704368058,1733
0,20011,3.2099999999999955,106.46872604418853,1733
0,20011,3.2199999999999953,105.76935301549291,1733
0,20011,3.229999999999995,106.09246402055831,1733
0,20011,3.239999999999995,107.6261450902087,1733
0,20011,3.2499999999999947,110.57388190996355,1733
0,20011,3.2599999999999945,115.15204003660355,1733
0,20011,3.2699999999999942,121.58716393124601,1733
0,20011,3.279999999999994,130.11318594660162,1733
0,20011,3.289999999999994,140.96863566151578,1733
0,20011,3.2999999999999936,154.3939355665264,1733
0,20011,3.3099999999999934,170.62886112340638,1733
0,20011,3.319999999999993,189.91023182746568,1733
0,20011,3.329999999999993,212.46988541778575,1733
0,20011,3.3399999999999928,238.53297029292935,1733
0,20011,3.3499999999999925,268.31657214880215,1733
0,20011,3.3599999999999923,302.02867066802725,1733
0,20011,3.369999999999992,339.86740169190176,1733
0,20011,3.379999999999992,382.02058071955526,1733
0,20011,3.3899999999999917,428.66542585808617,1733
0,20011,3.3999999999999915,479.9684035145155,1733
0,20011,3.4099999999999913,536.0851090991913,1733
0,20011,3.419999999999991,597.1600885650482,1733
0,20011,3.429999999999991,663.3265052901831,1733
0,20011,3.4399999999999906,734.7055609249949,1733
0,20011,3.4499999999999904,811.4055884010548,1733
0,20011,3.45999999999999,893.5207500914973,1733
0,20011,3.46999999999999,981.1292936124019,1733
0,20011,3.4799999999999898,1074.291341207335,1733
0,20011,3.4899999999999896,1173.0462151005354,1733
0,20011,3.4999999999999893,1277.4093295012592,1733
0,20011,3.509999999999989,1387.3687088282081,1733
0,20011,3.519999999999989,1502.8812198486444,1733
0,20011,3.5299999999999887,1623.8686314070767,1733
0,20011,3.5399999999999885,1750.2136378866812,1733
0,20011,3.5499999999999883,1881.7560002121488,1733
0,20011,3.559999999999988,2018.2889699160075,1733
0,20011,3.569999999999988,2159.5561666102694,1733
0,20011,3.5799999999999876,2305.2490764689683,1733
0,20011,3.5899999999999874,2455.0053287175797,1733
0,20011,3.599999999999987,2608.4078887211417,1733
0,20011,3.609999999999987,2764.985280579562,1733
0,20011,3.619999999999987,2924.2129201299376,1733
0,20011,3.6299999999999866,3085.5156022931114,1733
0,20011,3.6399999999999864,3248.27114650765,1733
0,20011,3.649999999999986,3411.815162548204,1733
0,20011,3.659999999999986,3575.446858431611,1733
0,20011,3.6699999999999857,3738.4357744597596,1733
0,20011,3.6799999999999855,3900.0292946457876,1733
0,20011,3.6899999999999853,4059.4607604195726,1733
0,20011,3.699999999999985,4215.9579927783425,1733
0,20011,3.709999999999985,4368.752018597579,1733
0,20011,3.7199999999999847,4517.085794768257,1733
0,20011,3.7299999999999844,4660.222729776621,1733
0,20011,3.7399999999999842,4797.454815437648,1733
0,20011,3.749999999999984,4928.110200521002,1733
0,20011,3.759999999999984,5051.560061532907,1733
0,20011,3.7699999999999836,5167.224652410418,1733
0,20011,3.7799999999999834,5274.578442859534,1733
0,20011,3.789999999999983,5373.154283189488,1733
0,20011,3.799999999999983,5462.546560663436,1733
0,20011,3.8099999999999827,5542.413337785557,1733
0,20011,3.8199999999999825,5612.477486055387,1733
0,20011,3.8299999999999823,5672.526849301153,1733
0,20011,3.839999999999982,5722.413488737618,1733
0,20011,3.849999999999982,5762.05207752895,1733
0,20011,3.8599999999999817,5791.4175261033315,1733
0,20011,3.8699999999999815,5810.541931009303,1733
0,20011,3.8799999999999812,5819.510949911205,1733
0,20011,3.889999999999981,5818.459713479167,1733
0,20011,3.899999999999981,5807.568391391932,1733
0,20011,3.9099999999999806,5787.057534259737,1733
0,20011,3.9199999999999804,5757.183315694518,1733
0,20011,3.92999999999998,5718.232798635655,1733
0,20011,3.93999999999998,5670.519346991447,1733
0,20011,3.9499999999999797,5614.37829732671,1733
0,20011,3.9599999999999795,5550.162995467972,1733
0,20011,3.9699999999999793,5478.241289414393,1733
0,20011,3.979999999999979,5398.992552937247,1733
0,20011,3.989999999999979,5312.805294041415,1733
0,20011,3.9999999999999787,5220.07537958407,1733
0,20011,4.0099999999999785,5121.20488253292,1733
0,20011,4.019999999999978,5016.601532495264,1733
0,20011,4.029999999999978,4906.678724268117,1733
0,20011,4.039999999999978,4791.856014317972,1733
0,20011,4.049999999999978,4672.560012364576,1733
0,20011,4.059999999999977,4549.225555629938,1733
0,20011,4.069999999999977,4422.29703773939,1733
0,20011,4.079999999999977,4292.229753498266,1733
0,20011,4.089999999999977,4159.49111542163,1733
0,20011,4.0999999999999766,4024.561598373961,1733
0,20011,4.109999999999976,3887.9352751806205,1733
0,20011,4.119999999999976,3750.11981857445,1733
0,20011,4.129999999999976,3611.6358630776394,1733
0,20011,4.139999999999976,3473.0156438873373,1733
0,20011,4.1499999999999755,3334.8008577898418,1733
0,20011,4.159999999999975,3197.539722595541,1733
0,20011,4.169999999999975,3061.7832453749784,1733
0,20011,4.179999999999975,2928.0807445166793,1733
0,20011,4.189999999999975,2796.9747048217046,1733
0,20011,4.199999999999974,2668.995076939245,1733
